transaction_id,transaction_date,amount,asset_type,user_segment,transaction_frequency,market_volatility,economic_indicator,region,is_weekend,hour_of_day,is_after_hours,risk_score,risk_category,log_amount,amount_zscore,days_since_start
TXN_000019,2020-07-10,936.61,Stock,Retail,3,0.666,0.0918,Asia Pacific,False,21,True,0.397,Medium,2.97202223062971,-0.05833058949154031,191
TXN_000020,2021-03-23,35490.72,Stock,Institutional,6,0.3106,-0.042,Asia Pacific,False,21,True,0.3081,Medium,4.550127046640023,-0.043205245129227264,447
TXN_000021,2021-04-21,3254.4,Stock,Retail,3,0.589,-0.0385,Europe,False,0,True,0.1863,Low,3.512604359146832,-0.05731602503279645,476
TXN_000022,2022-10-31,20349.49,Forex,Corporate,8,0.3737,-0.0589,Asia Pacific,False,3,True,0.4438,Medium,4.308574870648912,-0.04983300425307635,1034
TXN_000023,2023-05-17,2604.2,Bond,Corporate,14,0.1777,0.1071,North America,False,2,True,0.4333,Medium,3.415841069502045,-0.05760063658564431,1232
TXN_000024,2020-02-24,122483.22,Derivatives,Institutional,12,0.3257,-0.0818,Asia Pacific,False,2,True,0.6014,High,5.088080140877186,-0.0051260840847519,54
TXN_000025,2023-02-23,45274.53,Forex,Retail,9,0.2827,-0.1462,Middle East,False,6,True,0.4791,Medium,4.6558635429116215,-0.038922585398577514,1149
TXN_000026,2021-02-11,5929.3,Crypto,Retail,5,0.219,0.1271,North America,False,12,False,0.531,Medium,3.7730766638615685,-0.05614514308460704,407
TXN_000027,2024-01-06,3249.05,Bond,Institutional,15,0.156,0.0285,Asia Pacific,True,0,True,0.2171,Low,3.511890042381047,-0.05731836688423868,1466
TXN_000028,2023-08-23,698.78,Forex,Corporate,8,0.0583,0.1033,Middle East,False,4,True,0.0875,Low,2.844961526009477,-0.05843469463705523,1330
TXN_000029,2023-12-07,480.38,Derivatives,High_Net_Worth,11,0.2205,-0.0469,Latin America,False,21,True,0.3754,Medium,2.682488042586139,-0.05853029470340708,1436
TXN_000030,2023-01-21,574.78,Forex,Retail,1,0.175,0.1596,Latin America,True,9,False,0.3498,Medium,2.76025657537275,-0.05848897306300592,1116
TXN_000031,2022-05-09,382.65,Stock,Institutional,15,0.2418,0.0068,North America,False,16,False,0.3819,Medium,2.5839352025367512,-0.058573073982182575,859
TXN_000032,2021-03-27,3824.31,Stock,High_Net_Worth,4,0.6559,-0.0269,Europe,True,5,True,0.4042,Medium,3.5826666357861168,-0.05706655876075165,451
TXN_000033,2022-07-08,996310.74,Derivatives,Retail,5,0.4321,-0.0602,North America,False,22,True,0.6175,High,5.998395247840056,0.3773737734796878,919
TXN_000034,2023-04-21,135.13,Stock,Retail,6,0.2535,-0.0107,Europe,False,13,False,0.182,Low,2.1339538445179573,-0.058681420724048,1206
TXN_000035,2021-07-23,1043.58,Forex,High_Net_Worth,6,0.3234,-0.2302,North America,False,12,False,0.2636,Low,3.0189417063824706,-0.05828376559457301,569
TXN_000036,2024-07-15,111.25,Stock,Retail,5,0.1561,0.119,Europe,False,21,True,0.2921,Low,2.0501863496753607,-0.05869187369833592,1657
TXN_000037,2024-11-15,37448.14,Stock,Corporate,12,0.5053,-0.1383,Europe,False,12,False,0.2208,Low,4.573441848803364,-0.042348425157256384,1780
TXN_000038,2020-01-14,144721.89,Derivatives,Retail,4,0.3695,0.1795,Asia Pacific,False,1,True,0.5061,Medium,5.160537226450713,0.004608432067157098,13
TXN_000039,2024-04-03,1103.3,Forex,Retail,4,0.2892,-0.1662,Europe,False,0,True,0.6356,High,3.0430870721663292,-0.05825762440426838,1554
TXN_000040,2024-07-08,266.0,Forex,Institutional,9,0.3613,-0.056,Asia Pacific,False,20,True,0.4009,Medium,2.4265112613645754,-0.058624135098207956,1650
TXN_000041,2020-11-22,26191.22,Derivatives,Retail,5,0.1987,0.1035,Latin America,True,17,False,0.5385,Medium,4.418172309913955,-0.04727590821090786,326
TXN_000042,2023-11-30,1827.98,Bond,Retail,6,0.389,0.0165,Asia Pacific,False,7,True,0.3913,Medium,3.2622089564675987,-0.05794041077751077,1429
TXN_000043,2022-05-15,38512.47,Stock,Corporate,14,0.2972,0.0261,Europe,True,19,True,0.324,Medium,4.585612649600685,-0.04188253679361048,865
TXN_000044,2021-11-27,110.52,Crypto,Retail,7,0.0294,0.028,Asia Pacific,True,17,False,0.2269,Low,2.047352760753934,-0.058692193240682256,696
TXN_000045,2021-07-23,3512.53,Stock,Corporate,18,0.1815,0.0524,Asia Pacific,False,19,True,0.3673,Medium,3.545743666078399,-0.057203033983678306,569
TXN_000046,2020-11-14,1571.33,Commodity,Retail,7,0.2104,-0.0718,Asia Pacific,True,17,False,0.4434,Medium,3.196543700824445,-0.05805275398735145,318
TXN_000047,2021-03-16,1991.55,Stock,Corporate,8,0.1063,-0.0144,North America,False,17,False,0.5288,Medium,3.299409228161823,-0.05786881140547244,440
TXN_000048,2024-04-12,566.42,Crypto,Institutional,15,0.2975,0.1415,North America,False,22,True,0.3617,Medium,2.753904639419931,-0.058492632479465165,1563
TXN_000049,2021-11-20,8800.01,Crypto,High_Net_Worth,1,0.0922,-0.1053,Asia Pacific,True,13,False,0.3079,Medium,3.9445325144520824,-0.05488854937363212,689
TXN_000050,2020-07-28,92759.81,Real Estate,Corporate,8,0.3866,0.033,Latin America,False,17,False,0.4419,Medium,4.967364532300948,-0.01813688979996838,209
TXN_000051,2020-07-08,56584.17,Real Estate,Retail,6,0.107,0.0399,Europe,False,16,False,0.5008,Medium,4.752702624985507,-0.03397202525931217,189
TXN_000052,2022-02-17,2845.7,Forex,High_Net_Worth,5,0.2529,0.1347,North America,False,8,True,0.3341,Medium,3.4543417013550477,-0.057494924973812936,778
TXN_000053,2020-07-17,1474.8,Forex,High_Net_Worth,1,0.318,0.0983,Latin America,False,12,False,0.1697,Low,3.1690275060089323,-0.05809500799103709,198
TXN_000054,2022-01-05,6408.91,Bond,High_Net_Worth,4,0.1516,0.0541,Asia Pacific,False,22,True,0.2792,Low,3.8068519317375737,-0.05593520376307311,735
TXN_000055,2024-10-01,74245.6,Derivatives,High_Net_Worth,3,0.0753,0.1771,North America,False,2,True,0.218,Low,4.870676570648547,-0.02624110090093957,1735
TXN_000056,2021-12-05,1635.05,Stock,Corporate,0,0.2776,0.0664,North America,True,16,False,0.3171,Medium,3.2137965721912183,-0.05802486188008066,704
TXN_000057,2023-05-21,10148.16,Forex,Corporate,16,0.2805,0.0134,North America,True,15,False,0.2966,Low,4.006430099149615,-0.05429842469665296,1236
TXN_000058,2021-06-25,14468.5,Bond,High_Net_Worth,4,0.0563,0.008,Europe,False,22,True,0.3708,Medium,4.160453524139582,-0.05240728554526763,541
TXN_000059,2024-07-10,63805.5,Forex,High_Net_Worth,7,0.2772,-0.0172,Middle East,False,11,False,0.6595,High,4.804864922770404,-0.030811037955518154,1652
TXN_000060,2020-03-29,1123.77,Crypto,Institutional,12,0.1976,-0.1934,North America,True,23,True,0.2126,Low,3.0510637242758474,-0.058248664086694095,88
TXN_000061,2024-02-03,67924.89,Derivatives,High_Net_Worth,9,0.0877,-0.0104,Middle East,True,21,True,0.4633,Medium,4.832035337477218,-0.029007860495219834,1494
TXN_000062,2022-07-29,60862.93,Derivatives,Corporate,10,0.1455,0.1548,Europe,False,1,True,0.5794,Medium,4.784359991436693,-0.032099086889789984,940
TXN_000063,2023-01-03,1203.58,Bond,Retail,5,0.2545,-0.0631,Latin America,False,18,True,0.3053,Medium,3.080835648173973,-0.058213728915926966,1098
TXN_000064,2020-09-12,13984.57,Bond,High_Net_Worth,12,0.2263,0.0369,Asia Pacific,True,13,False,0.3293,Medium,4.145680171301757,-0.052619115857125004,255
TXN_000065,2022-02-14,2054.13,Bond,Retail,3,0.207,-0.067,Middle East,False,14,False,0.4043,Medium,3.3128392989599895,-0.057841418309537,775
TXN_000066,2020-06-10,2091.15,Stock,Corporate,8,0.0344,0.0367,North America,False,6,True,0.2157,Low,3.320592818740611,-0.057825213573015274,161
TXN_000067,2023-02-04,69457.78,Real Estate,Retail,0,0.308,-0.0048,North America,True,10,False,0.3657,Medium,4.8417271509309625,-0.028336869718158988,1130
TXN_000068,2021-08-23,17134.87,Stock,High_Net_Worth,6,0.0543,0.0898,Asia Pacific,False,14,False,0.3104,Medium,4.233906158757574,-0.051240137427508534,600
TXN_000069,2024-08-25,6333.66,Stock,Corporate,8,0.3547,-0.2481,Middle East,True,23,True,0.2728,Low,3.801723309971401,-0.05596814288849882,1698
TXN_000070,2023-07-11,12159.13,Commodity,High_Net_Worth,3,0.102,-0.1591,Europe,False,23,True,0.3528,Medium,4.084938217862773,-0.05341816432379773,1287
TXN_000071,2023-06-20,1116428.45,Derivatives,Retail,10,0.208,-0.0383,Europe,False,17,False,0.7179,High,6.047831284108065,0.42995280757324283,1266
TXN_000072,2024-12-18,1106.48,Forex,Retail,2,0.1425,-0.0571,Asia Pacific,False,22,True,0.3599,Medium,3.04433589203455,-0.058256232425280274,1813
TXN_000073,2024-10-30,33561.54,Derivatives,Retail,10,0.409,0.1499,North America,False,17,False,0.5264,Medium,4.525854820638235,-0.04404970362741712,1764
TXN_000074,2022-01-10,482.13,Stock,Retail,6,0.6728,-0.1128,North America,False,2,True,0.4377,Medium,2.6840640058780236,-0.05852952867723439,740
TXN_000075,2023-03-28,1799.14,Bond,Retail,10,0.1983,0.1641,Asia Pacific,False,2,True,0.288,Low,3.255306282249471,-0.05795303488883671,1182
TXN_000076,2021-01-28,385.85,Commodity,High_Net_Worth,4,0.1753,0.0772,Asia Pacific,False,19,True,0.0,Low,2.587542601193619,-0.05857167324860965,393
TXN_000077,2023-12-13,427.51,Stock,Retail,5,0.7167,0.0254,Middle East,False,10,False,0.2053,Low,2.6319609613680703,-0.05855343744840718,1442
TXN_000078,2020-05-22,1568.43,Bond,Retail,8,0.1855,-0.1237,Middle East,False,4,True,0.4058,Medium,3.1957419499871986,-0.058054023402151905,142
TXN_000079,2020-04-03,11783.92,Bond,Institutional,15,0.4248,0.0644,Middle East,False,4,True,0.2716,Low,4.071326638733361,-0.05358240471251512,93
TXN_000080,2023-09-16,52630.29,Bond,High_Net_Worth,2,0.4249,0.0198,Asia Pacific,True,3,True,0.2896,Low,4.72124401476392,-0.03570275415284357,1354
TXN_000081,2021-04-11,34549.46,Stock,High_Net_Worth,3,0.0748,-0.0252,Asia Pacific,True,3,True,0.4733,Medium,4.538453833884798,-0.043617262155117124,466
TXN_000082,2024-05-02,5885.82,Crypto,Corporate,16,0.3108,0.2212,Europe,False,16,False,0.5672,Medium,3.7698807566883588,-0.0561641755520291,1583
TXN_000083,2021-08-15,5864.33,Stock,Institutional,24,0.1293,-0.1634,Middle East,True,11,False,0.5326,Medium,3.7682924517707703,-0.05617358235342975,592
TXN_000084,2020-06-12,4854.69,Stock,Retail,1,0.1965,-0.0189,North America,False,1,True,0.3683,Medium,3.686250952452105,-0.05661553130485596,163
TXN_000085,2024-10-17,6526.51,Commodity,Institutional,18,0.3515,0.0514,Middle East,False,23,True,0.3009,Medium,3.8147475458249693,-0.055883726804268265,1751
TXN_000086,2021-04-21,6584.6,Forex,High_Net_Worth,6,0.2132,-0.1244,Europe,False,4,True,0.2754,Low,3.81859534874632,-0.05585829911262733,476
TXN_000087,2024-11-09,13950.32,Crypto,Corporate,8,0.17,-0.1892,Europe,True,6,True,0.279,Low,4.144615300197103,-0.05263410808364767,1774
TXN_000088,2020-07-25,982.33,Stock,Retail,6,0.3043,0.0303,Middle East,True,9,False,0.2923,Low,2.992699289071321,-0.058310576510617204,206
TXN_000089,2022-02-17,16253.36,Crypto,Retail,7,0.4481,-0.1557,Asia Pacific,False,21,True,0.5105,Medium,4.210969874235694,-0.0516260001312165,778
TXN_000090,2021-07-23,1016.3,Derivatives,High_Net_Worth,4,0.1003,0.1583,Europe,False,16,False,0.2605,Low,3.007449044497749,-0.05829570684828216,569
TXN_000091,2022-07-17,3546.09,Derivatives,Institutional,12,0.2414,-0.0396,Asia Pacific,True,11,False,0.3503,Medium,3.5498722079271157,-0.057188343790332295,928
TXN_000092,2023-07-25,13398.41,Crypto,Retail,3,0.2186,0.2156,North America,False,22,True,0.3486,Medium,4.12708567602261,-0.05287569522934479,1301
TXN_000093,2024-09-04,149.77,Crypto,Institutional,21,0.5138,0.0981,Middle East,False,13,False,0.3366,Medium,2.17831493483216,-0.0586750123679519,1708
TXN_000094,2022-01-17,1318.61,Commodity,High_Net_Worth,6,0.0144,0.0508,Middle East,False,12,False,0.2639,Low,3.1204455979678527,-0.05816337692127287,747
TXN_000095,2020-11-29,24296.97,Derivatives,Retail,4,0.1826,0.1374,North America,True,20,True,0.3165,Medium,4.385569991514975,-0.048105076826690796,333
TXN_000096,2022-01-28,2017.25,Bond,Retail,6,0.1718,-0.0129,Europe,False,2,True,0.4094,Medium,3.3049749611554544,-0.057857561763964914,758
TXN_000097,2021-12-28,11136.3,Bond,High_Net_Worth,1,0.4436,0.0392,Europe,False,10,False,0.1762,Low,4.046779918196332,-0.05386588692391982,727
TXN_000098,2021-03-05,155374.17,Real Estate,Retail,5,0.3776,0.1142,North America,False,15,False,0.3472,Medium,5.191381616822809,0.009271246512205166,429
TXN_000099,2023-10-04,142555.41,Real Estate,Retail,6,0.3941,0.1722,North America,False,23,True,0.4415,Medium,5.1539867499867,0.0036601004199503227,1372
TXN_000100,2021-06-30,3932.46,Stock,Institutional,30,0.1606,-0.0684,Europe,False,8,True,0.4291,Medium,3.5947747381157753,-0.05701921834327934,546
TXN_000101,2023-12-08,21857.32,Stock,Retail,5,0.2253,0.1799,North America,False,10,False,0.4768,Medium,4.339616779627981,-0.04917298297080844,1437
TXN_000102,2023-10-31,14894.7,Stock,Institutional,12,0.3281,-0.1212,Latin America,False,6,True,0.4484,Medium,4.173060917016929,-0.05222072534252423,1399
TXN_000103,2023-08-20,13394.75,Derivatives,Retail,8,0.4582,-0.0651,Europe,True,23,True,0.4995,Medium,4.126967033863828,-0.05287729731836882,1327
TXN_000104,2020-05-26,318.01,Bond,High_Net_Worth,4,0.3935,0.1327,Asia Pacific,False,11,False,0.2574,Low,2.503804297090878,-0.05860136880035557,146
TXN_000105,2023-06-01,289515.74,Derivatives,Retail,5,0.2119,0.0015,Latin America,False,18,True,0.3583,Medium,5.461673679909545,0.06798893420699224,1247
TXN_000106,2023-07-24,567.1,Forex,Institutional,12,0.4246,-0.0416,Asia Pacific,False,16,False,0.1734,Low,2.7544247892772584,-0.058492334823580926,1300
TXN_000107,2020-12-16,3603.55,Forex,High_Net_Worth,8,0.1098,-0.0649,Europe,False,15,False,0.3441,Medium,3.5568510541551808,-0.057163191868113535,350
TXN_000108,2022-12-29,27345.17,Stock,High_Net_Worth,2,0.2906,0.0456,Asia Pacific,False,19,True,0.2123,Low,4.436896509304136,-0.04677079055263533,1093
TXN_000109,2024-02-02,1705.63,Stock,Institutional,15,0.4921,0.0771,Latin America,False,9,False,0.3631,Medium,3.232139375610427,-0.057993966950212916,1493
TXN_000110,2021-05-16,2388.92,Stock,Retail,6,0.3214,-0.0954,North America,True,13,False,0.2833,Low,3.3783833636510465,-0.057694870936762566,501
TXN_000111,2020-11-30,27974.06,Bond,High_Net_Worth,2,0.5395,0.0884,Latin America,False,14,False,0.3448,Medium,4.446771026662084,-0.04649550700992464,334
TXN_000112,2022-08-04,3398.18,Bond,High_Net_Worth,6,0.1573,-0.0607,Asia Pacific,False,6,True,0.4363,Medium,3.5313741627992767,-0.05725308832244815,946
TXN_000113,2022-02-16,1425.16,Forex,Corporate,14,0.0931,-0.0142,North America,False,11,False,0.4948,Medium,3.1541682514759453,-0.05811673687058702,777
TXN_000114,2021-07-06,2015.52,Forex,High_Net_Worth,3,0.1994,-0.1446,Asia Pacific,False,20,True,0.2991,Low,3.304602533730974,-0.05785831903555278,552
TXN_000115,2023-08-03,3391.78,Stock,Retail,5,0.4203,0.1208,Middle East,False,4,True,0.3094,Medium,3.5305556993493075,-0.05725588978959399,1310
TXN_000116,2023-11-10,2190.93,Stock,Institutional,24,0.3451,-0.0266,Europe,False,7,True,0.4077,Medium,3.3408266806977536,-0.05778153694929464,1409
TXN_000117,2023-02-14,22790.91,Forex,Retail,7,0.2344,-0.0041,Europe,False,2,True,0.4851,Medium,4.357780721305984,-0.04876432332820119,1140
TXN_000118,2021-03-25,935.84,Crypto,Corporate,10,0.0818,-0.2122,Latin America,False,1,True,0.2839,Low,2.9716654254123123,-0.058330926543056286,449
TXN_000119,2023-11-03,8830.12,Derivatives,Institutional,15,0.113,-0.1623,North America,False,2,True,0.4028,Medium,3.946015786134098,-0.05487536934616942,1402
TXN_000120,2021-10-26,5290.47,Crypto,Retail,1,0.1119,0.0868,Europe,False,14,False,0.3474,Medium,3.7235763382361022,-0.05642477765597862,664
TXN_000121,2024-09-22,13947.06,Stock,Retail,9,0.0601,-0.012,Europe,True,13,False,0.4446,Medium,4.144513806901019,-0.052635535080975085,1726
TXN_000122,2024-04-22,2710.34,Stock,Institutional,6,0.2648,0.1003,Europe,False,22,True,0.4562,Medium,3.4331839811973155,-0.057554176003947494,1573
TXN_000123,2024-05-08,1684.86,Commodity,Institutional,6,0.1655,-0.0553,North America,False,8,True,0.2981,Low,3.2268215063788923,-0.058003058586559665,1589
TXN_000124,2020-04-24,3744.97,Derivatives,Corporate,8,0.4521,-0.0734,North America,False,19,True,0.3512,Medium,3.5735642949594992,-0.05710128819877526,114
TXN_000125,2021-04-14,1380.27,Forex,High_Net_Worth,3,0.392,-0.011,Asia Pacific,False,20,True,0.2524,Low,3.1402785794105466,-0.058136386536239655,469
TXN_000126,2024-08-10,1750.01,Forex,High_Net_Worth,3,0.2334,0.1695,North America,True,16,False,0.2819,Low,3.243288626341823,-0.05797454052647347,1683
TXN_000127,2020-03-06,2260.78,Commodity,Corporate,12,0.6903,-0.0485,Latin America,False,6,True,0.4354,Medium,3.3544503594609583,-0.05775096156177322,65
TXN_000128,2024-07-06,5250.22,Forex,Institutional,9,0.1633,0.0021,Europe,True,0,True,0.2421,Low,3.720260213446944,-0.056442396257950514,1648
TXN_000129,2021-10-08,1119.52,Crypto,Corporate,16,0.3324,0.0819,Europe,False,0,True,0.2925,Low,3.0494196125998805,-0.05825052443597063,646
TXN_000130,2022-04-01,29205.07,Bond,Retail,1,0.1804,0.0442,Europe,False,9,False,0.4425,Medium,4.465473121775275,-0.04595665793629922,821
TXN_000131,2021-07-02,221.19,Stock,Retail,4,0.2645,-0.0186,North America,False,4,True,0.1998,Low,2.3467245089588182,-0.05864374974552126,548
TXN_000132,2020-05-15,10755.69,Forex,Retail,7,0.4257,0.026,North America,False,15,False,0.2702,Low,4.031678652753681,-0.05403249105054151,135
TXN_000133,2021-03-08,1053.87,Bond,Retail,5,0.5812,0.1274,Europe,False,10,False,0.2946,Low,3.023198941376455,-0.058279261360677584,432
TXN_000134,2023-03-07,468.0,Commodity,High_Net_Worth,5,0.1854,0.0409,Europe,False,9,False,0.2333,Low,2.6711728427150834,-0.058535713791417324,1161
TXN_000135,2024-11-29,1711.26,Bond,Retail,5,0.2835,-0.1075,Europe,False,16,False,0.3519,Medium,3.2335697112709774,-0.05799150253458306,1794
TXN_000136,2024-01-10,3924.33,Bond,Institutional,18,0.1868,-0.0865,Middle East,False,23,True,0.1237,Low,3.5938761734773395,-0.057022777082013046,1470
TXN_000137,2021-10-06,9153.26,Stock,High_Net_Worth,6,0.1388,0.1664,Europe,False,21,True,0.4898,Medium,3.961623243131891,-0.0547339215190589,644
TXN_000138,2021-03-11,10683.69,Derivatives,Retail,7,0.5346,0.1262,Asia Pacific,False,14,False,0.559,Medium,4.028761926290221,-0.054064007555932235,435
TXN_000139,2023-09-04,5163.98,Derivatives,Retail,9,0.174,0.0723,Europe,False,17,False,0.3641,Medium,3.7130686441699754,-0.056480146027740735,1342
TXN_000140,2022-10-19,935.13,Commodity,High_Net_Worth,4,0.2421,0.0513,North America,False,4,True,0.3054,Medium,2.971336163227738,-0.05833123733081778,1022
TXN_000141,2022-03-21,92163.23,Derivatives,High_Net_Worth,6,0.5809,-0.0716,Asia Pacific,False,1,True,0.4821,Medium,4.964562399059828,-0.01839803031088499,810
TXN_000142,2024-12-16,2340.11,Crypto,Retail,5,0.1807,-0.2004,North America,False,20,True,0.4418,Medium,3.3694218200488963,-0.05771623650104203,1811
TXN_000143,2023-08-09,3086.24,Bond,High_Net_Worth,8,0.2368,-0.0695,Latin America,False,13,False,0.4558,Medium,3.4895703925608577,-0.05738963358205345,1316
TXN_000144,2022-07-28,60756.79,Real Estate,High_Net_Worth,4,0.1127,0.2438,Europe,False,1,True,0.3573,Medium,4.783601968478101,-0.0321455474714868,939
TXN_000145,2020-10-19,614.34,Crypto,Corporate,12,0.6634,0.0522,North America,False,12,False,0.3107,Medium,2.7891151471937334,-0.05847165649421068,292
TXN_000146,2021-06-26,5412.97,Bond,Retail,5,0.294,0.1112,North America,True,8,True,0.4777,Medium,3.7335158449197934,-0.05637115582389024,542
TXN_000147,2020-10-12,7678.84,Crypto,Institutional,21,0.051,-0.087,North America,False,11,False,0.523,Medium,3.8853521721355566,-0.055379318267367035,285
TXN_000148,2021-05-20,886.88,Commodity,Institutional,15,0.2603,-0.0183,Europe,False,2,True,0.3067,Medium,2.9483542733693078,-0.05835235776672197,505
TXN_000149,2024-03-05,3372.79,Bond,Institutional,3,0.3498,0.1054,North America,False,14,False,0.1412,Low,3.5281180466349826,-0.05726420226789079,1525
TXN_000150,2023-02-23,948.87,Stock,Corporate,8,0.3761,0.0731,Asia Pacific,False,20,True,0.464,Medium,2.9776641714510212,-0.058325222931039054,1149
TXN_000151,2023-01-08,869099.99,Derivatives,High_Net_Worth,4,0.098,-0.0103,North America,True,14,False,0.2585,Low,5.939070244632079,0.3216899083667356,1103
TXN_000152,2021-06-22,72377.69,Commodity,Institutional,24,0.327,0.0378,Europe,False,0,True,0.4562,Medium,4.859610718438942,-0.027058739728500404,538
TXN_000153,2024-03-09,2797.74,Derivatives,Retail,4,0.1249,0.0004,Middle East,True,20,True,0.1972,Low,3.44696255483985,-0.057515918468237094,1529
TXN_000154,2023-04-12,4548.73,Commodity,Corporate,14,0.0156,-0.0029,Asia Pacific,False,23,True,0.5525,Medium,3.6579856245715345,-0.056749458943596856,1197
TXN_000155,2022-05-27,9437.51,Derivatives,Institutional,12,0.0651,0.0572,Asia Pacific,False,7,True,0.2606,Low,3.974903440288311,-0.054609496982151784,877
TXN_000156,2023-04-10,6196.92,Bond,Retail,11,0.1618,-0.0845,Latin America,False,2,True,0.3253,Medium,3.7922459662590597,-0.0560279979849867,1195
TXN_000157,2022-03-28,2948.94,Stock,Corporate,8,0.5813,-0.0423,North America,False,0,True,0.1407,Low,3.469813182780227,-0.05744973380691658,817
TXN_000158,2022-01-11,33364.82,Stock,Corporate,6,0.1591,0.1976,Europe,False,2,True,0.1737,Low,4.523301802560058,-0.04413581372381243,741
TXN_000159,2021-03-25,608507.46,Real Estate,Retail,7,0.2801,0.0086,Europe,False,2,True,0.3539,Medium,5.784266620537779,0.2076209378594243,449
TXN_000160,2020-10-10,737.38,Bond,High_Net_Worth,8,0.1962,-0.0676,North America,True,9,False,0.2682,Low,2.868279924736069,-0.05841779828833187,283
TXN_000161,2022-11-09,13259.54,Stock,Retail,2,0.3522,0.1813,Asia Pacific,False,4,True,0.4748,Medium,4.122561209909258,-0.05293648268911714,1043
TXN_000162,2022-10-07,231999.12,Real Estate,Retail,8,0.4861,0.0568,Europe,False,9,False,0.5224,Medium,5.365488209525918,0.04281222775857551,1010
TXN_000163,2020-07-05,744.9,Bond,Corporate,12,0.3579,0.0942,Latin America,True,20,True,0.3556,Medium,2.8726806071519295,-0.05841450656443551,186
TXN_000164,2024-03-27,560.72,Crypto,High_Net_Worth,7,0.2175,0.0193,Europe,False,16,False,0.4681,Medium,2.749519887175067,-0.05849512753614194,1547
TXN_000165,2020-04-06,629.28,Bond,Retail,10,0.2213,-0.0183,Asia Pacific,False,19,True,0.3374,Medium,2.799533526342739,-0.05846511681934211,96
TXN_000166,2024-10-29,3473.06,Stock,Institutional,12,0.0999,-0.0536,Asia Pacific,False,18,True,0.1152,Low,3.540837314814561,-0.0572203111568418,1763
TXN_000167,2020-08-12,3816.6,Stock,Retail,10,0.2252,0.0039,Europe,False,16,False,0.4505,Medium,3.581790421990248,-0.05706993365320391,224
TXN_000168,2020-11-09,432.13,Bond,Retail,4,0.2422,-0.0083,Asia Pacific,False,21,True,0.2728,Low,2.636618265427457,-0.05855141513931128,313
TXN_000169,2023-07-09,64133.74,Forex,Retail,7,0.2065,-0.0978,Europe,True,12,False,0.5407,Medium,4.807093338463498,-0.030667357709275794,1285
